round,w3_update_norm,w3_clipped_norm,w3_grad_norm_before,w3_grad_norm_after,w2_update_norm,w2_clipped_norm,w2_grad_norm_before,w2_grad_norm_after,w1_update_norm,w1_clipped_norm,w1_grad_norm_before,w1_grad_norm_after,rejected_clients,scenario
3.0,0.9879870146354632,0.9879870146354632,0.9879870146354632,0.9879870146354632,0.2005051471511501,0.2005051471511501,0.2005051471511501,0.2005051471511501,0.2946500536062502,0.2946500536062502,0.2946500536062502,0.2946500536062502,,scale_no_defense
4.0,0.8295975763904674,0.8295975763904674,0.8295975763904674,0.8295975763904674,0.1522575281142392,0.1522575281142392,0.1522575281142392,0.1522575281142392,0.3482266151425273,0.3482266151425273,0.3482266151425273,0.3482266151425273,,scale_no_defense
5.0,0.7804378866178072,0.7804378866178072,0.7804378866178072,0.7804378866178072,0.1310404442894157,0.1310404442894157,0.1310404442894157,0.1310404442894157,0.1849144799720422,0.1849144799720422,0.1849144799720422,0.1849144799720422,,scale_no_defense
6.0,0.5030030280405063,0.5030030280405063,0.5030030280405063,0.5030030280405063,0.1307413481684545,0.1307413481684545,0.1307413481684545,0.1307413481684545,0.2252890462083304,0.2252890462083304,0.2252890462083304,0.2252890462083304,,scale_no_defense
7.0,0.56627629861119,0.56627629861119,0.56627629861119,0.56627629861119,0.1315974055636053,0.1315974055636053,0.1315974055636053,0.1315974055636053,0.1471469960396536,0.1471469960396536,0.1471469960396536,0.1471469960396536,,scale_no_defense
8.0,0.5500782443602987,0.5500782443602987,0.5500782443602987,0.5500782443602987,0.1196864264739032,0.1196864264739032,0.1196864264739032,0.1196864264739032,0.1025930081107406,0.1025930081107406,0.1025930081107406,0.1025930081107406,,scale_no_defense
9.0,0.4823214777829778,0.4823214777829778,0.4823214777829778,0.4823214777829778,0.1621012154214688,0.1621012154214688,0.1621012154214688,0.1621012154214688,0.1964959245476319,0.1964959245476319,0.1964959245476319,0.1964959245476319,,scale_no_defense
10.0,0.4503749666858495,0.4503749666858495,0.4503749666858495,0.4503749666858495,0.1181322426355864,0.1181322426355864,0.1181322426355864,0.1181322426355864,0.2058530200288604,0.2058530200288604,0.2058530200288604,0.2058530200288604,,scale_no_defense
11.0,0.4508871226463712,0.4508871226463712,0.4508871226463712,0.4508871226463712,0.1069114335972536,0.1069114335972536,0.1069114335972536,0.1069114335972536,0.2797701966445609,0.2797701966445609,0.2797701966445609,0.2797701966445609,,scale_no_defense
12.0,0.497457941448414,0.497457941448414,0.497457941448414,0.497457941448414,0.1138826244289769,0.1138826244289769,0.1138826244289769,0.1138826244289769,0.2341918269264933,0.2341918269264933,0.2341918269264933,0.2341918269264933,,scale_no_defense
